date,full_text,lower,cleaned,normalized,stopword,steemed,tokens,text_en,vader_compound,vader_label
2021-01-07,Apalah ini pada rame $ANTM $INCO $TINS ini masih gaya $DADA sama sobat dekat $FREN https://t.co/Abxq0r4Sz6,apalah ini pada rame $antm $inco $tins ini masih gaya $dada sama sobat dekat $fren https://t.co/abxq0r4sz6,apalah ini pada rame antm inco tins ini masih gaya dada sama sobat dekat fren,apalah ini pada rame antm inco tins ini masih gaya dada sama sobat dekat fren,apalah pada rame antm inco tins masih gaya dada sama sobat dekat fren,apa pada rame antm inco tins masih gaya dada sama sobat dekat fren,"['apa', 'pada', 'rame', 'antm', 'inco', 'tins', 'masih', 'gaya', 'dada', 'sama', 'sobat', 'dekat', 'fren']","['what', 'to', 'crowded', 'antm', 'inco', 'tins', 'still', 'style', 'chest', 'same', 'friend', 'close', 'Fren']",0.4939,2
2021-01-07,$TINS ayuk ara bisa,$tins ayuk ara bisa,tins ayuk ara bisa,tins ayuk naik maksimal bisa,tins ayuk naik maksimal,tins ayuk naik maksimal,"['tins', 'ayuk', 'naik', 'maksimal']","['Tins', 'Ayuk', 'Ride', 'Maximum']",0.25,2
2021-01-07,hari ini bumn lagi seger banget apalagi $TINS,hari ini bumn lagi seger banget apalagi $tins,hari ini bumn lagi seger banget apalagi tins,hari ini bumn lagi seger banget apalagi tins,hari bumn seger banget tins,hari bumn seger banget tins,"['hari', 'bumn', 'seger', 'banget', 'tins']","['Day', 'BUMN', 'Seger', 'Really', 'Tins']",0.0,0
2021-01-07,$antm $tins $inco keren semuaa ,$antm $tins $inco keren semuaa ,antm tins inco keren semuaa,antm tins inco keren semuaa,antm tins inco keren semuaa,antm tins inco keren semuaa,"['antm', 'tins', 'inco', 'keren', 'semuaa']","['antm', 'tins', 'Inco', 'Cool', 'Alla']",0.34,2
2021-01-07,Nda dapat $INCO $TINS pun jadi,nda dapat $inco $tins pun jadi,nda dapat inco tins pun jadi,nda dapat inco tins pun jadi,nda inco tins jadi,nda inco tins jadi,"['nda', 'inco', 'tins', 'jadi']","['nda', 'Inco', 'Tins', 'So']",0.0,0
2021-01-08,@TradingDiary2 Pasangannya $ANTM gak ditawar sekalian pak? $TINS,@tradingdiary2 pasangannya $antm gak ditawar sekalian pak? $tins,tradingdiary2 pasangannya antm gak ditawar sekalian pak tins,tradingdiary2 pasangannya antm tidak ditawar sekalian pak tins,tradingdiary2 pasangannya antm ditawar sekalian pak tins,tradingdiary2 pasang antm tawar sekali pak tins,"['tradingdiary2', 'pasang', 'antm', 'tawar', 'sekali', 'pak', 'tins']","['tradingdiary2', 'install', 'antm', 'bargain', 'once', 'sir', 'tins']",0.2023,2
2021-01-11,Benar Pak. Bikin baterai kalau tidak ada timahnya gimana wkwk. Emiten $TINS adalah pemilik cadangan timah terbesar dunia. Siapa sangka haha.,benar pak. bikin baterai kalau tidak ada timahnya gimana wkwk. emiten $tins adalah pemilik cadangan timah terbesar dunia. siapa sangka haha.,benar pak bikin baterai kalau tidak ada timahnya gimana wkwk emiten tins adalah pemilik cadangan timah terbesar dunia siapa sangka haha,benar pak bikin baterai kalau tidak ada timahnya gimana wkwk emiten tins adalah pemilik cadangan timah terbesar dunia siapa sangka haha,benar pak bikin baterai kalau ada timahnya gimana wkwk emiten tins pemilik cadangan timah terbesar dunia siapa sangka haha,benar pak bikin baterai kalau ada timah gimana wkwk emiten tins milik cadang timah besar dunia siapa sangka haha,"['benar', 'pak', 'bikin', 'baterai', 'kalau', 'ada', 'timah', 'gimana', 'wkwk', 'emiten', 'tins', 'milik', 'cadang', 'timah', 'besar', 'dunia', 'siapa', 'sangka', 'haha']","['right', 'sir', 'make', 'battery', 'if', 'there', 'tin', 'what', 'wkwk', 'issuer', 'tins',' belonging to ',' spare parts', 'tin', 'big', 'world', 'who', '",0.1027,2
2021-01-13,@aMrazing Akun BO diladenin... mending persiapan HAKA $TINS ,@amrazing akun bo diladenin... mending persiapan haka $tins ,amrazing akun bo diladenin mending persiapan haka tins,amrazing akun bo diladenin mending persiapan haka tins,amrazing akun bo diladenin mending persiapan haka tins,amrazing akun bo diladenin mending siap haka tins,"['amrazing', 'akun', 'bo', 'diladenin', 'mending', 'siap', 'haka', 'tins']","['Amrazing', 'Account', 'Bo', 'Dadenin', 'Mending', 'Ready', 'Haka', 'Tins']",0.296,2
2021-01-13,@aMrazing $ANTM dan $TINS akan beriringan. Baterai kan butuh timah jg. $TINS utk Asia cadangan timahnya terbesar ke dua setelah China. ,@amrazing $antm dan $tins akan beriringan. baterai kan butuh timah jg. $tins utk asia cadangan timahnya terbesar ke dua setelah china. ,amrazing antm dan tins akan beriringan baterai kan butuh timah juga tins utk asia cadangan timahnya terbesar ke dua setelah china,amrazing antm dan tins akan beriringan baterai kan butuh timah juga tins untuk asia cadangan timahnya terbesar ke dua setelah china,amrazing antm tins beriringan baterai kan butuh timah tins asia cadangan timahnya terbesar dua china,amrazing antm tins iring baterai kan butuh timah tins asia cadang timah besar dua china,"['amrazing', 'antm', 'tins', 'iring', 'baterai', 'kan', 'butuh', 'timah', 'tins', 'asia', 'cadang', 'timah', 'besar', 'dua', 'china']","['amrazing', 'antm', 'tins', 'iling', 'battery', 'right', 'need', 'tin', 'tins', 'Asia', 'spares', 'tin', 'big', 'big', 'two', 'China']",0.2023,2
2021-01-13,$INCO $TINS untuk sebulan kedepan,$inco $tins untuk sebulan kedepan,inco tins untuk sebulan kedepan,inco tins untuk sebulan kedepan,inco tins sebulan kedepan,inco tins bulan depan,"['inco', 'tins', 'bulan', 'depan']","['Inco', 'Tins', 'Month', 'Front']",0.0,0
2021-01-14,$TINS di satu jam pertama setelah pembukaan amat bagus prospeknya ,$tins di satu jam pertama setelah pembukaan amat bagus prospeknya ,tins di satu jam pertama setelah pembukaan amat bagus prospeknya,tins di satu jam pertama setelah pembukaan amat bagus prospeknya,tins satu jam pertama pembukaan bagus prospeknya,tins satu jam pertama buka bagus prospek,"['tins', 'satu', 'jam', 'pertama', 'buka', 'bagus', 'prospek']","['tins', 'one', 'clock', 'first', 'open', 'good', 'prospect']",0.5719,2
2021-01-14,$TINS gila sih. congrats lah pokoknya yang jajan sore tins :(,$tins gila sih. congrats lah pokoknya yang jajan sore tins :(,tins gila sih congrats lah pokoknya yang jajan sore tins,tins gila sih congrats lah pokoknya yang jajan sore tins,tins gila sih congrats lah pokoknya jajan sore tins,tins gila sih congrats lah pokok jajan sore tins,"['tins', 'gila', 'sih', 'congrats', 'lah', 'pokok', 'jajan', 'sore', 'tins']","['tins', 'crazy', 'anyway', 'congrats', 'lah', 'principal', 'snacks', 'afternoon', 'tins']",0.0,0
2021-01-14,$TINS luar biasa ,$tins luar biasa ,tins luar biasa,tins luar biasa,tins luar biasa,tins luar biasa,"['tins', 'luar', 'biasa']","['tins', 'outside', 'ordinary']",0.0,0
2021-01-14,Mbak $TINS kujual 1950 lah kok sekarang 2300. Ku merasa emboooooooohh,mbak $tins kujual 1950 lah kok sekarang 2300. ku merasa emboooooooohh,mbak tins kujual 1950 lah kok sekarang 2300 ku merasa emboooooooohh,mbak tins kujual 1950 lah kok sekarang 2300 ku merasa emboooooooohh,mbak tins kujual 1950 lah kok sekarang 2300 ku merasa emboooooooohh,mbak tins jual 1950 lah kok sekarang 2300 ku rasa emboooooooohh,"['mbak', 'tins', 'jual', '1950', 'lah', 'kok', 'sekarang', '2300', 'ku', 'rasa', 'emboooooooohh']","['Ma'am', 'Tins', 'Selling', '1950', 'Lah', 'how' 'now', '2300', 'Ku', 'Taste', 'Emboooooooohh']]",0.0,0
2021-01-14,$TINS udah naik +28.4% (Rp.2100) hanya dalam 8 hari. Itulah powerful nya pattern HTF (High Tight Flag). Jangan lupa TP di 2400an yaa (50-75% posisi).. Memang bisa naik lagi tapi 2400an akan stuck dulu disitu dia. Kalo naik lagi nanti kita pasti ada signal buy berikutnya lagi,$tins udah naik +28.4% (rp.2100) hanya dalam 8 hari. itulah powerful nya pattern htf (high tight flag). jangan lupa tp di 2400an yaa (50-75% posisi).. memang bisa naik lagi tapi 2400an akan stuck dulu disitu dia. kalo naik lagi nanti kita pasti ada signal buy berikutnya lagi,tins udah naik 284 rp2100 hanya dalam 8 hari itulah powerful nya pattern htf high tight flag jangan lupa tp di 2400an yaa 5075 posisi memang bisa naik lagi tapi 2400an akan stuck dulu disitu dia kalo naik lagi nanti kita pasti ada signal buy berikutnya lagi,tins udah naik 284 rp2100 hanya dalam 8 hari itulah powerful nya pattern htf high tight flag jangan lupa tapi di 2400an yaa 5075 posisi memang bisa naik lagi tapi 2400an akan stuck dulu disitu dia kalo naik lagi nanti kita pasti ada signal buy berikutnya lagi,tins udah naik 284 rp2100 dalam 8 hari powerful nya pattern htf high tight flag jangan lupa di 2400an yaa 5075 posisi memang naik tapi 2400an stuck dulu disitu kalo naik nanti pasti signal buy berikutnya,tins udah naik 284 rp2100 dalam 8 hari powerful nya pattern htf high tight flag jangan lupa di 2400an yaa 5075 posisi memang naik tapi 2400an stuck dulu situ kalo naik nanti pasti signal buy ikut,"['tins', 'udah', 'naik', '284', 'rp2100', 'dalam', '8', 'hari', 'powerful', 'nya', 'pattern', 'htf', 'high', 'tight', 'flag', 'jangan', 'lupa', 'di', '2400an', 'yaa', '5075', 'posisi', 'memang', 'naik', 'tapi', '2400an', 'stuck', 'dulu', 'situ', 'kalo', 'naik', 'nanti', 'pasti', 'signal', 'buy', 'ikut']","['tins',' already ',' rose ',' 284 ',' Rp2100 ',' in ',' 8 ',' Day ',' Powerful ',' His', 'Pattern', 'HTF', 'High', 'Tight', 'Flag', 'don't forget', ' 'But', '2400s', 'stuck', 'first', 'there', 'if', 'rise', 'later', 'sure', 'signal', 'buy', 'join']",0.9059,2
2021-01-14,$TINS ARA yaa. mantep jajan sore ada yangARA hari ini,$tins ara yaa. mantep jajan sore ada yangara hari ini,tins ara yaa mantep jajan sore ada yangara hari ini,tins naik maksimal yaa mantep jajan sore ada yang naik maksimal hari ini,tins naik maksimal yaa mantep jajan sore yang naik maksimal hari,tins naik maksimal yaa mantep jajan sore yang naik maksimal hari,"['tins', 'naik', 'maksimal', 'yaa', 'mantep', 'jajan', 'sore', 'yang', 'naik', 'maksimal', 'hari']","['tins', 'rise', 'maximum', 'yaa', 'mantep', 'snacks', 'afternoon', 'which', 'rise', 'maximum', 'day']",0.802,2
2021-01-14,@tradingforlyf Trims oppa atas $TINS nya pgi ini Kayaknya gue salah pilih tim-nya nam do san kmrin wkwkw,@tradingforlyf trims oppa atas $tins nya pgi ini kayaknya gue salah pilih tim-nya nam do san kemarin wkwkw,tradingforlyf trims oppa atas tins nya pgi ini kayaknya gue salah pilih timnya nam do san kemarin wkwkw,tradingforlyf terima kasih oppa atas tins nya pagi ini kayaknya saya salah pilih timnya nam do san kemarin wkwkw,tradingforlyf terima kasih oppa atas tins nya pagi kayaknya salah pilih timnya nam do san kemarin wkwkw,tradingforlyf terima kasih oppa atas tins nya pagi kayak salah pilih tim nam do san kemarin wkwkw,"['tradingforlyf', 'terima', 'kasih', 'oppa', 'atas', 'tins', 'nya', 'pagi', 'kayak', 'salah', 'pilih', 'tim', 'nam', 'do', 'san', 'kemarin', 'wkwkw']","['tradingforlyf', 'accept', 'love', 'oppa', 'top', 'tins', 'tins', 'morning', 'like', 'wrong', 'choose', 'team', 'nam', 'do', 'san', 'yesterday', 'wkwkw']",0.7906,2
2021-01-14,Rekapan Jajan Sore 13-01-2021 Hidden Gem : $KOTA $TINS https://t.co/F3Ttdak1Wi,rekapan jajan sore 13-01-2021 hidden gem : $kota $tins https://t.co/f3ttdak1wi,rekapan jajan sore 13012021 hidden gem kota tins,rekapan jajan sore 13012021 hidden gem kota tins,rekapan jajan sore 13012021 hidden gem kota tins,rekap jajan sore 13012021 hidden gem kota tins,"['rekap', 'jajan', 'sore', '13012021', 'hidden', 'gem', 'kota', 'tins']","['recap', 'snacks', 'afternoon', '13012021', 'hidden', 'gem', 'city', 'tins']",0.0,0
2021-01-14,Untung masih dapet TP di 2400 $TINS,untung masih dapet tp di 2400 $tins,untung masih dapet tp di 2400 tins,untung masih dapet tapi di 2400 tins,untung dapet di 2400 tins,untung dapet di 2400 tins,"['untung', 'dapet', 'di', '2400', 'tins']","['fortunately', 'get', 'in', '2400', 'Tins']",0.0,0
2021-01-14,Ladang saya semua sedang hijau royo-royo. 2 diantaranya sedang ngegas. $TINS jadi ARA. Si $BJTM hampir ARA tapi setelah penantian lama akhirnya breakout pucuk sebelumnya jadinya ATH deh dia. Jayalah Pasar Modal Indonesia $IHSG https://t.co/eV3g7sOf5e,ladang saya semua sedang hijau royo-royo. 2 diantaranya sedang ngegas. $tins jadi ara. si $bjtm hampir ara tapi setelah penantian lama akhirnya breakout pucuk sebelumnya jadinya ath deh dia. jayalah pasar modal indonesia $ihsg https://t.co/ev3g7sof5e,ladang saya semua sedang hijau royoroyo 2 diantaranya sedang ngegas tins jadi ara si bjtm hampir ara tapi setelah penantian lama akhirnya breakout pucuk sebelumnya jadinya ath deh dia jayalah pasar modal indonesia ihsg,ladang saya semua sedang naik royoroyo 2 diantaranya sedang melaju tins jadi naik maksimal si bjtm hampir naik maksimal tapi setelah penantian lama akhirnya naik kuat pucuk sebelumnya jadinya harga tertinggi deh dia jayalah pasar modal indonesia ihsg,ladang semua sedang naik royoroyo 2 diantaranya sedang melaju tins jadi naik maksimal si bjtm hampir naik maksimal setelah penantian lama akhirnya naik kuat pucuk sebelumnya jadinya harga tertinggi deh jayalah pasar modal indonesia ihsg,ladang semua sedang naik royoroyo 2 antara sedang laju tins jadi naik maksimal si bjtm hampir naik maksimal telah nanti lama akhir naik kuat pucuk belum jadi harga tinggi deh jaya pasar modal indonesia ihsg,"['ladang', 'semua', 'sedang', 'naik', 'royoroyo', '2', 'antara', 'sedang', 'laju', 'tins', 'jadi', 'naik', 'maksimal', 'si', 'bjtm', 'hampir', 'naik', 'maksimal', 'telah', 'nanti', 'lama', 'akhir', 'naik', 'kuat', 'pucuk', 'belum', 'jadi', 'harga', 'tinggi', 'deh', 'jaya', 'pasar', 'modal', 'indonesia', 'ihsg']","['fields', 'all', 'medium', 'rise', 'Royoroyo', '2', 'between', 'Medium', 'pace', 'tins', 'so', 'rise', 'maximum', 'si', 'bjtm', 'almost', 'up', 'maximum', 'later' 'So', 'price', 'tall', 'deh', 'Jaya', 'Market', 'Capital', 'Indonesia', 'IHSG']",0.8369,2
2021-01-15,Harus tau nih tweeps: nikel nikel kita ya suka-suka kita gimana ngejualnya. Kalau Uni Eropa nuntut itu tandanya mereka kelabakan. Indonesia harus berdaulat tambang. Cermati $ANTM $TINS $INCO https://t.co/4WI4aiSpk0,harus tau nih tweeps: nikel nikel kita ya suka-suka kita gimana ngejualnya. kalau uni eropa nuntut itu tandanya mereka kelabakan. indonesia harus berdaulat tambang. cermati $antm $tins $inco https://t.co/4wi4aispk0,harus tau nih tweeps nikel nikel kita ya sukasuka kita gimana ngejualnya kalau uni eropa nuntut itu tandanya mereka kelabakan indonesia harus berdaulat tambang cermati antm tins inco,harus tau nih tweeps nikel nikel kita ya sukasuka kita gimana ngejualnya kalau uni eropa nuntut itu tandanya mereka kelabakan indonesia harus berdaulat tambang cermati antm tins inco,tau nih tweeps nikel nikel ya sukasuka gimana ngejualnya kalau uni eropa nuntut tandanya kelabakan indonesia berdaulat tambang cermati antm tins inco,tau nih tweeps nikel nikel ya sukasuka gimana ngejualnya kalau uni eropa nuntut tanda laba indonesia daulat tambang cermat antm tins inco,"['tau', 'nih', 'tweeps', 'nikel', 'nikel', 'ya', 'sukasuka', 'gimana', 'ngejualnya', 'kalau', 'uni', 'eropa', 'nuntut', 'tanda', 'laba', 'indonesia', 'daulat', 'tambang', 'cermat', 'antm', 'tins', 'inco']","['know', 'here', 'tweeps', 'nickel', 'nickel', 'yes', 'sukasuka', 'how', 'selling it', 'if', 'uni', 'Europe', 'demand', 'sign', 'profit', 'Indonesia', 'daulat', 'mine', 'mine'",0.5994,2
2021-01-15,@Dhandyam @hfmtrades Nyimak $ANTM dan $TINS,@dhandyam @hfmtrades nyimak $antm dan $tins,dhandyam hfmtrades nyimak antm dan tins,dhandyam hfmtrades nyimak antm dan tins,dhandyam hfmtrades nyimak antm tins,dhandyam hfmtrades nyimak antm tins,"['dhandyam', 'hfmtrades', 'nyimak', 'antm', 'tins']","['Dhandyam', 'Hfmtrades', 'Listen', 'Antm', 'Tins']",0.0,0
2021-01-17,Sentimen positif untuk : $ANTM $TINS $INCO https://t.co/1oAYouda8o,sentimen positif untuk : $antm $tins $inco https://t.co/1oayouda8o,sentimen positif untuk antm tins inco,sentimen positif untuk antm tins inco,sentimen positif antm tins inco,sentimen positif antm tins inco,"['sentimen', 'positif', 'antm', 'tins', 'inco']","['sentiment', 'positive', 'antm', 'tins', 'Inco']",0.3612,2
2021-01-18,TP $TINS dan $BRIS dulu. Diam-diam $PGAS naik menyenangkan.,tp $tins dan $bris dulu. diam-diam $pgas naik menyenangkan.,tp tins dan bris dulu diamdiam pgas naik menyenangkan,tapi tins dan bris dulu diamdiam pgas naik menyenangkan,tins bris dulu diamdiam pgas naik menyenangkan,tins bris dulu diamdiam pgas naik senang,"['tins', 'bris', 'dulu', 'diamdiam', 'pgas', 'naik', 'senang']","['tins', 'bris', 'first', 'diamond', 'pgas', 'ride', 'happy']",0.5859,2
2021-01-18,Bandar tidak ada ampun Sektor nickel yang hot juga ikutan dibanting spt farmasi.. INCO yangblue chip nya juga kena $ANTM $HRUM $INCO $TINS https://t.co/XLW5DfTqoe,bandar tidak ada ampun sektor nickel yang hot juga ikutan dibanting seperti farmasi.. inco yangblue chip nya juga kena $antm $hrum $inco $tins https://t.co/xlw5dftqoe,bandar tidak ada ampun sektor nickel yang hot juga ikutan dibanting seperti farmasi inco yangblue chip nya juga kena antm hrum inco tins,bandar tidak ada ampun sektor nickel yang hot juga ikutan dibanting seperti farmasi inco yang blue chip nya juga kena antm hrum inco tins,bandar tidak ampun sektor nickel hot ikutan dibanting seperti farmasi inco blue chip nya kena antm hrum inco tins,bandar tidak ampun sektor nickel hot ikut banting seperti farmasi inco blue chip nya kena antm hrum inco tins,"['bandar', 'tidak', 'ampun', 'sektor', 'nickel', 'hot', 'ikut', 'banting', 'seperti', 'farmasi', 'inco', 'blue', 'chip', 'nya', 'kena', 'antm', 'hrum', 'inco', 'tins']","['dealer', 'no', 'forgive', 'sector', 'nickel', 'hot', 'join', 'slam', 'like', 'pharmacy', 'Inco', 'Blue', 'Chip', 'Chip', 'His', 'hit', 'Antm', 'Hrum', 'Inco', 'Tins']",0.5267,2
2021-01-19,Tidak ada perlawanan Sesi I $BJTM $ANTM $TINS $BRIS https://t.co/TefG04QhgW,tidak ada perlawanan sesi i $bjtm $antm $tins $bris https://t.co/tefg04qhgw,tidak ada perlawanan sesi i bjtm antm tins bris,tidak ada perlawanan sesi i bjtm antm tins bris,ada perlawanan sesi i bjtm antm tins bris,ada lawan sesi i bjtm antm tins bris,"['ada', 'lawan', 'sesi', 'i', 'bjtm', 'antm', 'tins', 'bris']","['there', 'opponents', 'session', 'i', 'bjtm', 'antm', 'tins', 'bris']",0.0,0
2021-01-19,$TINS juga 2 hari berturut ARB https://t.co/RhsWwbgKlW,$tins juga 2 hari berturut arb https://t.co/rhswwbgklw,tins juga 2 hari berturut arb,tins juga 2 hari berturut arb,tins 2 hari berturut arb,tins 2 hari turut arb,"['tins', '2', 'hari', 'turut', 'arb']","['tins', '2', 'day', 'participating', 'arb']",0.0,0
2021-01-19,Sedikit wejangan untuk mensiasati $IHSG merah pagi ini $BRIS $ANTM $WKST $PTPP $TINS https://t.co/JcS9R0GMZX,sedikit wejangan untuk mensiasati $ihsg merah pagi ini $bris $antm $wkst $ptpp $tins https://t.co/jcs9r0gmzx,sedikit wejangan untuk mensiasati ihsg merah pagi ini bris antm wkst ptpp tins,sedikit wejangan untuk mensiasati ihsg merah pagi ini bris antm wkst ptpp tins,sedikit wejangan mensiasati ihsg merah pagi bris antm wkst ptpp tins,sedikit wejang siasat ihsg merah pagi bris antm wkst ptpp tins,"['sedikit', 'wejang', 'siasat', 'ihsg', 'merah', 'pagi', 'bris', 'antm', 'wkst', 'ptpp', 'tins']","['A little', 'Wejang', 'Siap', 'IHSG', 'Red', 'Morning', 'Morning', 'Bris', 'Antm', 'Wkst', 'PTPP', 'Tins']",-0.2023,1
2021-01-20,hari ini bandar lagi baik :)) yang pada sangkut dah bisa keluar yaaa wkwkwk terus masuk lagi sangkut lagi (semoga tidak yaa) $ANTM $TINS $INCO ,hari ini bandar lagi baik :)) yang pada sangkut dah bisa keluar yaaa wkwkwk terus masuk lagi sangkut lagi (semoga tidak yaa) $antm $tins $inco ,hari ini bandar lagi baik yang pada sangkut dah bisa keluar yaaa wkwkwk terus masuk lagi sangkut lagi semoga tidak yaa antm tins inco,hari ini bandar lagi baik yang pada sangkut dah bisa keluar yaaa wkwkwk terus masuk lagi sangkut lagi semoga tidak yaa antm tins inco,hari bandar baik pada sangkut dah keluar yaaa wkwkwk terus masuk sangkut semoga yaa antm tins inco,hari bandar baik pada sangkut dah keluar yaaa wkwkwk terus masuk sangkut moga yaa antm tins inco,"['hari', 'bandar', 'baik', 'pada', 'sangkut', 'dah', 'keluar', 'yaaa', 'wkwkwk', 'terus', 'masuk', 'sangkut', 'moga', 'yaa', 'antm', 'tins', 'inco']","['Day', 'City', 'Good', 'on', 'Skip', 'Dah', 'Out', 'Yaaa', 'WKWKWK', 'Continue', 'Enter', 'Skills', 'Moga', 'Yaa', 'Antm', 'Tins', 'Inco']",0.296,2
